Attribute1,Attribute2,Attribute3,Attribute4,Attribute5,Attribute6,Attribute7,Attribute8,Attribute9,Attribute10,Attribute11,Attribute12,Attribute13,Attribute14,Attribute15,Attribute16,Attribute17
2014/1/17,11,18.2,28.1,0,7.2,,ENE,37,NE,26,53,1015.8,0,27.2,No,No
2014/1/17,34,15,35.2,0,7.3,,ENE,33,NE,15,22,1011.7,,34.3,No,No
2014/1/17,38,21.4,30.8,0,10.4,12.8,NE,63,NE,31,46,1013.9,0,29.6,No,No
2014/1/17,8,22.7,30.9,5.4,5.2,5.5,SE,41,SE,28,69,1008,7,28.3,Yes,No
2014/1/17,28,21.4,41.8,0,13.2,11.1,SE,81,W,13,10,1005.2,6,39.5,No,No
2014/1/17,43,14.3,24,0,,,SE,33,ESE,20,51,1013.9,,22.4,No,No
2014/1/17,13,23.6,31.2,14.6,5.2,1.5,NW,70,NW,20,81,1002.5,8,28.7,Yes,Yes
2014/1/17,41,22.3,29.7,18.4,,,ENE,48,E,26,72,1003.3,,27,Yes,Yes
2014/1/18,10,27.6,41.9,0,,,ENE,52,SW,15,9,1006.2,,40.9,No,No
2014/1/18,38,20.4,31.8,0,10.6,13.1,NE,56,NE,41,41,1009,0,30.7,No,No
2014/1/18,14,20,30.6,0,,,ESE,39,SE,31,57,1011.7,,27.5,No,No
2014/1/18,48,24.2,38.3,0,,11.4,SSE,46,SE,20,25,1008.2,,37.4,No,No
2014/1/18,46,11.6,32.7,0,,,SE,43,S,22,40,1013.3,,29.6,No,No
2014/1/18,13,24.1,30.1,41.8,1.6,0.2,WNW,56,W,24,94,1004,8,25.2,Yes,Yes
2014/1/19,10,24.2,41.6,0.4,52.4,,WSW,46,W,11,10,1002.9,5,40.1,No,No
2014/1/19,44,14.5,23.4,0,6.6,8.9,SSW,43,SW,22,54,1012.2,4,21.9,No,No
2014/1/19,16,24.8,32.2,0.8,8,,W,59,W,20,91,1003.3,8,25,No,Yes
2014/1/19,41,21.1,28.5,4.4,,,ENE,39,ENE,24,62,1005.9,,28.1,Yes,No
2014/1/20,10,25.2,38.2,0,14.6,,SW,46,SSW,19,10,1003.7,0,36.5,No,No
2014/1/20,38,21.4,26.2,0.2,4.2,2.8,S,44,SSE,26,80,1008.2,7,23.4,No,Yes
2014/1/20,20,16.1,34.9,0,12.6,13.3,S,44,SSW,13,15,1008.1,0,32.4,No,No
2014/1/20,31,20.4,38.3,0,13.4,13.1,NE,41,ESE,13,21,1006.5,0,38,No,No
2014/1/20,15,11.9,20.7,0,7,7.6,ESE,35,SE,20,45,1010.3,,19.3,No,No
2014/1/20,13,24.1,30.5,40.6,3.4,3.5,W,50,W,19,80,1004.1,8,29.3,Yes,Yes
2014/1/20,41,21.5,29,0,,,E,37,ESE,17,57,1005.4,,27.4,No,No
2014/1/21,21,27.4,42.5,0,15.6,13.1,W,54,W,28,11,1002,1,40.8,No,No
2014/1/21,24,21.3,25,0.8,,,,,SE,9,85,,8,24.2,No,No
2014/1/21,30,18.6,25.8,8.4,,,SSE,19,NNW,2,96,,,23.5,Yes,Yes
2014/1/21,34,18.6,26.2,9.6,4.4,,ENE,24,NE,17,81,1007.5,,24.4,Yes,Yes
2014/1/21,45,21.4,27.7,0.6,7.8,3.3,SE,41,SE,30,73,1007.2,6,26.4,No,No
2014/1/21,14,24.2,31,0,,,NNE,50,NNE,39,73,1005.2,,27.9,No,No
2014/1/21,28,12.2,26.6,0,9.8,13.3,SE,44,SE,19,27,1013.5,4,25,No,No
2014/1/21,46,13.9,32.4,0,,,S,44,S,30,45,1008.7,,28.4,No,No
2014/1/22,27,19.8,25.8,0,5.4,7,WNW,26,W,15,72,1016.6,7,24.9,No,No
2014/1/22,40,13.7,26.5,0,,,E,39,NNE,17,41,1016.1,,25.5,No,No
2014/1/22,19,14.1,23.4,0.2,7.2,11.5,SSE,41,S,24,36,1020.4,0,22.4,No,No
2014/1/22,33,14.6,19.7,0,5.8,9.4,SE,35,ESE,17,56,1022.2,,19.5,No,No
2014/1/22,3,24.6,38.9,0,9,7.9,N,35,NNE,15,25,1004.4,6,36.3,No,No
2014/1/23,26,19.7,24.2,0.4,,,ENE,35,NE,17,68,1020.7,,23.7,No,No
2014/1/23,30,17.7,24,1,,,NE,26,NE,15,70,,,22.8,No,No
2014/1/23,34,17.5,24.3,1.4,1.3,,ENE,24,ENE,13,62,1020.5,,23.4,Yes,No
2014/1/23,42,17.6,33.5,0,11.6,12.9,E,50,NE,22,19,1014.8,1,31.5,No,No
2014/1/23,40,10.8,28.9,0,,,N,31,ENE,13,31,1016.7,,26.7,No,No
2014/1/23,28,15.1,32.6,0,8,6.9,W,44,NNE,11,12,1011.9,6,31.8,No,No
2014/1/24,11,20.1,26.4,21,5.8,,NNE,54,NE,30,74,1011,3,25.5,Yes,Yes
2014/1/24,5,14.8,23.4,6.8,,,SW,46,S,20,56,1009.5,6,21.5,Yes,No
2014/1/24,25,19.1,31.3,0.6,,,SW,56,SW,31,23,1009.3,,30,No,No
2014/1/24,0,20.1,27.3,0.2,6.8,9.1,WSW,44,WSW,15,46,1013.1,,25.9,No,No
2014/1/24,1,18.6,25,1.4,4.8,3.2,,,E,24,60,1018,7,23.7,Yes,No
2014/1/25,4,15.3,25.1,4.6,,,SE,37,ESE,20,46,1014.3,,22.8,Yes,No
2014/1/25,26,19.4,23.1,5.4,,,S,65,S,52,60,1014.2,,21.5,Yes,No
2014/1/25,6,11.9,24.2,0.2,6.2,,SSE,50,SE,24,34,1017.7,,22.1,No,No
2014/1/25,14,23.1,26.7,3.4,,,SSE,61,SSE,39,75,1009.7,,26,Yes,Yes
2014/1/25,22,9.7,21.8,0,7.6,11.7,SSW,46,S,26,39,1022,3,21.1,No,No
2014/1/25,3,24.9,30.6,0,15.4,5.3,S,43,SE,22,47,1008.9,7,28,No,No
2014/1/26,26,18.9,23.7,0,,,SSE,46,ESE,13,50,1023.9,,23,No,No
2014/1/26,34,15.5,21.6,0.6,,,SSW,28,ENE,13,66,1023.8,,20.1,No,No
2014/1/26,25,9.8,32.1,0,,,E,33,NNE,11,16,1018,,29,No,No
2014/1/26,43,19.6,22.4,0,,,S,33,SSE,11,66,1012.2,,20.4,No,No
2014/1/26,13,27.2,31.2,0,6.4,4.5,WNW,44,W,24,76,1004.4,7,28.7,No,Yes
2014/1/27,2,14.8,32.7,0,,,NNE,28,WNW,9,27,1018.1,,30.7,No,No
2014/1/27,24,15.5,28,0,,,,,,,,,,,No,No
2014/1/27,30,13.1,29.4,0,,,NE,33,E,9,39,,,28.6,No,No
2014/1/27,7,19.8,28.6,0,9.2,7.3,ESE,37,E,20,50,1018.9,7,26.4,No,No
2014/1/27,8,23.7,31.2,28.2,6.2,7.1,SE,57,SE,37,87,1005.4,7,27,Yes,Yes
2014/1/27,14,19.7,27.9,1.2,,,SSE,61,SE,37,56,1019.8,,26.2,Yes,No
2014/1/27,43,12.4,24.2,0,,,WSW,50,WSW,24,71,1011,,19.2,No,No
2014/1/27,41,24.3,40.2,0,,,SE,57,E,20,20,1003.8,,39.3,No,No
2014/1/28,4,13.9,31.9,0,,,E,37,ENE,13,32,1016.7,,30.9,No,No
2014/1/28,21,16.5,33.6,0,8.6,13.2,NE,43,E,15,24,1014.6,1,31.5,No,No
2014/1/28,26,19.6,28.5,0,,,NE,57,NE,37,65,1018.7,,25.3,No,No
2014/1/28,34,12.6,32.3,0,17,,ENE,37,E,9,32,1016.6,,30.7,No,No
2014/1/28,38,19.8,28.7,0,9.4,13,NNE,65,NE,46,44,1018.2,1,27.6,No,No
2014/1/28,1,16.6,21.1,0,5.6,6,,,ESE,19,52,1021,6,19.1,No,No
2014/1/28,31,15.9,31.5,0,9.2,13.1,SSE,39,SE,13,27,1013.7,0,30.4,No,No
2014/1/28,43,14.6,21,0,,,SE,39,SSE,24,54,1020.7,,18.3,No,No
2014/1/29,21,17.1,34.8,0,8.6,13.2,ESE,41,E,28,21,1012.1,1,32.7,No,No
2014/1/29,9,11.9,38.5,0,,,ENE,50,WNW,13,14,1012.7,,36.8,No,No
2014/1/29,20,22.6,38.9,0,14.4,13,S,33,W,15,19,1012.1,1,35.7,No,No
2014/1/29,14,22.3,27.2,0,,,SE,54,SE,33,61,1015.5,,25.3,No,No
2014/1/29,46,7.6,28.7,0,,,SSE,37,SSE,19,41,1012.4,,26,No,No
2014/1/29,31,16.6,33.5,0,11.6,13,SSE,41,SW,17,36,1009.5,1,31.6,No,No
2014/1/29,43,10.8,25.5,0,,,SSW,35,SSE,15,54,1012.9,,24.5,No,No
2014/1/29,16,23.9,33.6,19.8,7.8,,E,31,ESE,19,66,1000.8,6,32,Yes,Yes
2014/1/30,10,23.1,38.3,0,14,,ESE,46,SE,15,16,1011.1,1,36.3,No,No
2014/1/30,8,24.4,32,3.4,7.6,1.6,S,52,WSW,11,63,999.4,7,29.7,Yes,No
2014/1/30,3,23.2,41.1,0,14.2,12.9,SSE,43,SE,20,8,1002.5,1,39.2,No,No
2014/1/31,21,17,35.1,0,15.4,11.3,ENE,48,ENE,11,23,1009.7,,32.1,No,No
2014/1/31,37,20.3,28.3,0,12.6,13,NE,44,NE,26,45,1012,1,27.2,No,No
2014/1/31,9,14.5,38.6,0,,,ESE,59,W,24,21,1009.8,,35,No,No
2014/1/31,5,14.2,32.6,0,,,SE,44,S,15,27,1012.2,,32,No,No
2014/1/31,18,18.6,27,0,7.2,10.8,S,35,S,19,55,1012.8,0,26.8,No,No
2014/1/31,32,20,30.3,0,9.6,10.7,SW,43,WSW,26,49,1006.3,1,28.4,No,No
2014/1/31,36,20.3,36.5,0,,,WNW,48,W,4,44,,,29.9,No,No
2014/1/31,17,14.1,29.7,0,,,NW,41,NW,4,27,1014.2,,28.9,No,No
2014/2/1,28,22.8,41.8,0,12.4,10.3,ENE,46,NNE,9,12,1007,3,41,No,No
2014/2/2,26,20.6,29,0,,,N,39,N,26,60,1014.5,,27.4,No,No
2014/2/2,34,19.2,33,0,,,ENE,35,ENE,13,37,1012.4,,32.4,No,No
2014/2/2,25,23.1,44.5,0,,,N,41,NNW,24,9,1005.6,,43.2,No,No
2014/2/2,48,26.9,40.9,0,23.4,5.4,NNE,43,E,13,24,1005,2,36.4,No,No
2014/2/2,16,22.7,32.6,65.6,,,NW,39,NW,24,,1001.5,,,Yes,Yes
2014/2/3,21,18,35.6,0,11.2,13,E,39,E,20,23,1009.4,1,32.9,No,No
2014/2/3,30,19.3,35,0,,,ENE,30,NE,11,29,,,32.9,No,No
2014/2/3,9,13.9,39.3,0,,,,,NW,20,16,1008.2,,36.8,No,Yes
2014/2/3,22,18.5,23,0,13,5.8,SSE,63,S,39,49,1016.4,7,21.4,No,No
2014/2/4,42,24.8,32.4,0.4,14.2,11.2,ENE,61,NE,31,32,1013.5,1,30.6,No,No
2014/2/4,6,13.4,28.8,0,,,S,67,SSE,28,24,1015.8,,27.3,No,No
2014/2/4,20,14.8,33.2,0,16,11.1,S,52,S,20,12,1014.6,1,29.8,No,No
2014/2/4,44,11.5,26.2,0.6,7.6,12,ESE,54,SE,17,33,1019.6,1,25.6,No,No
2014/2/4,12,11.8,22.8,0,6.4,12.7,SE,59,SE,39,38,1022.8,,20.7,No,No
2014/2/4,1,,26.2,0,9.2,12.8,,,E,26,63,1011.7,0,23.5,No,No
2014/2/4,41,20.9,31.7,20.8,,,E,61,SSW,15,89,1003,,27,Yes,Yes
2014/2/5,10,21.2,32.3,0,14.6,,E,48,E,17,31,1013.4,7,30.2,No,No
2014/2/5,30,16.2,23.6,0.6,,,SE,30,SE,15,45,,,22.7,No,No
2014/2/5,7,20,29.9,0,7.2,9.1,SSE,39,SE,17,46,1013.6,6,28.6,No,No
2014/2/5,46,18.7,25.1,0,,,SSE,54,SSE,35,67,1014.2,,22,No,Yes
2014/2/6,27,19.9,21.8,1.6,2.6,0,SSE,54,ESE,19,95,1008.1,7,21.2,Yes,Yes
2014/2/6,5,14.3,32.2,0,,,NNE,48,NNE,28,28,1011.9,,30.8,No,No
2014/2/6,17,10.9,25.5,0,,,N,35,NNW,15,42,1016.8,,23.6,No,No
2014/2/7,11,17.7,25.9,2.2,1.6,,NNE,31,ESE,19,66,1016.5,4,24.2,Yes,No
2014/2/7,26,16.4,25.3,0,,,N,37,NE,19,67,1015.8,,24.1,No,No
2014/2/7,18,22.9,36.6,0,15.4,10.5,N,65,SSE,31,51,1009.7,7,27.6,No,No
2014/2/7,48,24.6,42.6,0,14.6,10,SE,28,W,15,8,1007.1,,41.8,No,No
2014/2/8,2,18.4,40.1,0,,,N,33,NW,17,13,1011.4,,38.3,No,No
2014/2/8,21,19.8,35.9,0,12,12.8,NE,39,NE,6,18,1013.2,1,33.5,No,No
2014/2/8,27,17.1,23.9,0,3.4,11.1,SSW,30,SSE,19,65,1016.7,2,23.3,No,No
2014/2/8,30,16,36.8,0,,,ENE,31,SSW,4,25,,,35,No,No
2014/2/8,38,19.2,29.8,0,9.2,12.1,NE,54,NE,37,38,1016,0,28.2,No,No
2014/2/8,9,12.1,36.9,0,,,,,NW,11,14,1013.6,,35.4,No,No
2014/2/8,7,19.9,29.2,0,6.4,10.7,E,28,ENE,13,55,1016.5,3,27.6,No,No
2014/2/8,48,26,43.3,0,15.6,12.7,N,52,NNE,26,7,1006,,41.9,No,No
2014/2/8,29,15,31.7,0,,12.8,SE,46,SSE,20,19,1011.4,,30.1,No,No
2014/2/8,17,15.6,32.7,0,,,WNW,31,NW,15,33,1011.7,,32,No,No
2014/2/9,7,21.8,29.1,0,8.6,3.9,E,22,ENE,9,66,1017.1,7,26.4,No,No
2014/2/10,37,20.6,27.2,0,10.4,0.2,SSE,59,S,17,54,1017.5,6,25.5,No,No
2014/2/10,23,14.8,29,0,,,W,39,WNW,17,22,,,28.3,No,No
2014/2/10,29,16.9,32.9,0,,12.6,WSW,43,SW,30,38,1005.1,1,30.4,No,No
2014/2/10,3,23.1,37.7,0,13.2,9.8,E,56,E,28,27,1002.8,7,37.3,No,No
2014/2/11,26,19.6,25.7,1,,,SSW,33,S,22,75,1014.6,,25.2,No,No
2014/2/11,27,19.5,23.7,0,5.4,7.6,SSE,35,SE,22,68,1011.4,7,23.3,No,No
2014/2/11,23,11.1,27.5,0,,,WSW,41,WSW,20,19,,,26.1,No,No
2014/2/11,7,19.5,29.2,0,7.2,10.7,ENE,24,NE,11,51,1013.3,6,28.2,No,No
2014/2/11,48,24.9,43.7,0,15.4,12.6,NE,44,ENE,13,16,1007.5,1,41.1,No,No
2014/2/11,46,14.7,23.6,0,,,SE,63,SSE,37,49,1011.2,,22.4,No,No
2014/2/11,32,17.5,33.2,0,10.4,12.5,E,59,ESE,30,30,1005.1,1,32.2,No,No
2014/2/11,3,26,36.8,0,11.2,11.1,E,44,ENE,19,36,1002.6,6,34.8,No,No
2014/2/11,41,26.2,38.2,1.8,,,ENE,59,N,17,34,1001.2,,36.7,Yes,No
2014/2/12,42,20.7,37.6,0,13.2,12.1,ENE,37,NNE,11,18,1010.5,5,35.9,No,No
2014/2/12,5,12.6,33.3,0,,,ESE,46,SE,26,26,1013.6,,31.8,No,No
2014/2/12,12,14.2,32.6,0,8.4,4.6,ESE,39,ESE,20,27,1013.9,,30.4,No,No
2014/2/12,31,20.2,34.2,0,11.8,11.1,E,33,ESE,13,34,1005.5,5,32.7,No,No
2014/2/13,47,20.5,25.4,0.8,,,NE,31,NE,24,75,1011.4,,24.6,No,No
2014/2/13,20,24.3,33.5,0,18.2,0,ESE,43,SE,15,28,1006.7,8,32.5,No,Yes
2014/2/13,1,17.4,20.8,1.2,3,1,,,E,19,68,1013.8,8,20.4,Yes,No
2014/2/13,46,17.4,29.4,0,,,SSE,43,S,26,48,1010.7,,27.2,No,No
2014/2/14,2,21.3,30.6,0,,,WSW,28,WSW,13,33,1003.5,,30.1,No,Yes
2014/2/14,27,17.2,23.5,0,4,2.7,SSE,26,ESE,15,65,1010.9,7,22,No,No
2014/2/14,19,17.8,27,0,4,0,S,26,SSE,13,45,1003.6,8,26.4,No,No
2014/2/14,39,21.8,30.2,0,8,11.7,ENE,33,ENE,24,60,1006.1,1,29.4,No,No
2014/2/14,22,17,30.1,0,3.4,1,NE,31,NE,17,35,1001.8,8,29.7,No,No
2014/2/14,32,19.5,32.4,0,10.4,12.6,E,41,W,26,42,1006.7,1,30.4,No,No
2014/2/14,17,17.9,28.3,0,,,NW,39,NW,20,44,1004,,27.3,No,No
2014/2/15,9,17.8,21.1,7.8,,,NW,74,N,24,94,996.6,,20,Yes,Yes
2014/2/15,44,19,29.8,0,4,1.8,SSW,30,WNW,6,49,994.8,7,27.9,No,Yes
2014/2/15,39,23.7,31.1,0,8,11.9,N,31,N,22,58,1003.8,3,30,No,No
2014/2/15,28,19.5,25.3,53,5.4,6.2,WSW,46,WSW,26,76,999.7,7,23.6,Yes,No
2014/2/15,48,21.8,27.2,10.6,,,S,59,SSW,39,60,1000.6,,26.1,Yes,No
2014/2/15,46,13,27.5,0,,,SE,35,SSE,20,45,1007.5,,26.2,No,No
2014/2/15,16,24.7,34,6.6,9.8,,N,41,WNW,15,56,1003.4,3,33.5,Yes,No
2014/2/16,11,22.5,27.9,2.6,1.8,,S,61,NE,22,78,1001.1,5,26.8,Yes,Yes
2014/2/16,47,20.7,22.9,2.2,,,SSW,59,SSW,17,92,1002.7,8,21,Yes,Yes
2014/2/16,40,18.6,25.3,26.6,,,S,41,WSW,20,83,1001.9,,18.9,Yes,Yes
2014/2/16,33,12.6,20.9,1.2,6.4,10.6,S,35,SSE,17,59,1013,1,19.4,Yes,No
2014/2/16,44,15.6,23.4,5.4,2.6,6.4,SSW,44,SSW,24,48,1009.2,4,22.2,Yes,No
2014/2/16,12,14.2,23,1,6.4,10.6,SW,37,SSW,20,51,1012.7,,21.5,No,No
2014/2/16,29,14.1,33.5,0,,7.5,WSW,43,SW,28,34,1010.8,,28.1,No,No
2014/2/16,13,26.7,30.3,2,8.2,2.7,WNW,57,W,26,74,1006.6,7,29.4,Yes,Yes
2014/2/17,21,20,32.3,5.2,44.2,8.2,SW,33,WSW,6,48,1006.3,4,30.7,Yes,No
2014/2/17,37,18.4,26.4,21.8,7,8.3,SSW,31,ESE,20,56,1013.3,4,23.7,Yes,No
2014/2/17,45,18.9,26.5,,,,S,46,S,28,60,1013,3,24.9,,Yes
2014/2/17,40,12,26.3,25.6,,,SSE,35,W,9,40,1010.3,,25.1,Yes,No
2014/2/17,23,5.9,18.8,23.6,,,ESE,28,WNW,11,61,,,17.1,Yes,No
2014/2/17,6,7.8,29.5,0,,,SSE,39,NNW,11,28,1010.4,,27.1,No,No
2014/2/17,18,16.2,25.9,14.8,6,12.2,S,37,SSE,15,44,1011.6,7,23.4,Yes,No
2014/2/17,25,9.3,29.4,0,,,SSE,43,NNE,11,28,1010.7,,26.8,No,No
2014/2/17,7,23.4,34.1,0,10.8,9.7,E,33,E,17,64,1008.7,4,28.7,No,Yes
2014/2/17,1,18.4,23.1,0,6.8,11,,,SSE,19,58,1019.3,5,21.1,No,No
2014/2/17,29,16.5,35.8,0,,12.4,E,43,SSW,13,23,1012.9,1,33.9,No,No
2014/2/18,10,19.9,33.5,0,7,,W,44,W,15,27,1005.4,1,32.1,No,No
2014/2/18,34,17.2,26.9,0.4,1.8,,ENE,24,NE,15,68,1009.4,,24.4,No,No
2014/2/18,3,14.5,35.3,0,12.6,12.7,S,72,S,24,10,1004.5,0,33.4,No,No
2014/2/18,16,24,35.5,0,6.8,,ESE,28,SSE,13,93,1002.4,3,34.6,No,No
2014/2/19,5,11.6,21.6,0,,,WNW,52,WSW,15,49,997.6,8,18.8,No,Yes
2014/2/19,6,12.4,26.2,0,,,WNW,80,WNW,24,38,997.5,8,23.6,No,Yes
2014/2/19,25,12.5,21.3,0,,,W,65,W,22,82,1002.6,,13.1,No,Yes
2014/2/19,33,10.5,17.8,4,1.6,3.9,SSW,56,SSW,22,72,1001.9,8,15.8,Yes,Yes
2014/2/19,8,24.9,30.4,26.8,5.2,4.8,WNW,26,N,11,83,1002,7,28.6,Yes,Yes
2014/2/19,14,23.8,32,,,,NNE,39,NNE,31,68,1005.6,,29.3,,No
2014/2/19,22,10.8,20.2,3.8,1.6,3.9,SW,59,WSW,22,94,1003.7,8,11.6,Yes,Yes
2014/2/19,28,13.7,18.9,1.7,6.7,10.6,WSW,61,SW,33,45,1006.5,6,18.5,Yes,No
2014/2/19,29,18.2,37.5,0,,12.6,E,61,SE,17,14,1011.7,0,35.6,No,No
2014/2/19,32,17.3,36.7,0,12,12.6,E,63,SSE,13,16,1011.9,0,35.9,No,No
2014/2/19,31,17.5,37,0,12,12.6,SE,37,SSE,15,20,1011.9,0,35.5,No,No
2014/2/19,15,13.5,21.9,1.2,4.2,4.2,SSW,20,S,11,74,993,,21.1,Yes,No
2014/2/19,17,14.2,25.3,0,,,NW,52,NNW,26,66,994.9,,21.8,No,Yes
2014/2/20,37,20.4,29.1,13.2,4.2,11.2,WSW,33,ESE,17,40,1007.9,2,25.6,Yes,No
2014/2/20,20,10.2,23.3,2.2,6.6,10.5,SSW,35,SW,19,26,1015.7,6,21.7,Yes,No
2014/2/20,44,11.5,20.9,10.4,7,11.4,W,56,W,37,39,1011.2,5,19.1,Yes,No
2014/2/20,32,21.5,37.3,0,13,12.3,E,59,ESE,15,14,1014.1,3,36.3,No,No
2014/2/20,41,17.7,32.5,0,,,SE,43,ESE,17,21,1010.2,,30.1,No,No
2014/2/21,9,5.1,26.2,,,,E,41,WNW,9,24,1013.9,,24.5,,No
2014/2/21,25,8.3,20.6,0,,,S,41,S,24,43,1022.9,,18.6,No,No
2014/2/21,39,25.9,30.1,6,5.4,7.5,E,39,ENE,20,82,1006,3,29.3,Yes,Yes
2014/2/21,1,18.6,24.6,0,8.6,12.4,,,E,37,53,1023.6,1,23,No,No
2014/2/22,30,17.5,27.6,0,,,SE,31,SE,13,50,,,26.8,No,No
2014/2/22,38,18.9,24.3,0,5.8,9.2,S,37,SSE,24,63,1019.3,4,22.3,No,No
2014/2/22,6,11.6,24.9,0,,,S,46,S,26,38,1021.1,,23.6,No,No
2014/2/22,20,11.3,27.6,0,8,12.3,S,43,S,22,30,1021,0,24,No,No
2014/2/23,8,23.4,30.2,23.6,4.8,4.5,SSE,46,SSE,22,81,1007.9,6,27.7,Yes,Yes
2014/2/23,43,14.2,28.1,0,,,N,28,S,13,61,1015.8,,25.1,No,No
2014/2/24,21,17,32.4,0,10.6,12.4,ENE,31,SSE,13,25,1013.9,4,30.9,No,No
2014/2/24,42,15.6,32.2,0,8,12.3,ENE,31,SSW,6,25,1015.6,1,30.4,No,No
2014/2/24,45,18.3,26.4,1.6,23.2,,E,37,ESE,24,67,1018.3,5,24.5,Yes,No
2014/2/24,9,9.8,30,0,,,ENE,44,WNW,9,37,1015.7,1,29.2,No,No
2014/2/24,20,14.5,35.2,0,6.8,12.2,SE,22,WSW,9,21,1013.4,2,33.6,No,No
2014/2/24,13,25.3,32.1,1.2,7,11.2,NW,39,WNW,30,62,1007,6,30.9,Yes,No
2014/2/25,24,18.8,29.3,0,,,,,NW,15,41,,5,29,No,No
2014/2/25,9,12.9,30,0,,,NW,39,NW,22,26,1011.2,,29.2,No,No
2014/2/25,19,12.3,36.4,0,5.4,8,WNW,57,WNW,39,12,1005.5,7,33.6,No,No
2014/2/25,43,15.4,22.8,0,,,SE,41,SE,26,51,1023.5,,20.1,No,No
2014/2/26,45,16.5,34.6,0,7.4,,S,39,NNW,17,26,1010.4,6,33.9,No,Yes
2014/2/26,47,20.1,25.9,0.2,,,NNW,37,NNE,4,75,1011.4,1,24.2,No,Yes
2014/2/26,23,10.8,15.2,0.6,,,NW,52,NNW,19,96,,,13,No,Yes
2014/2/26,18,15.1,22.6,0,11.4,5.9,SSE,46,S,24,42,1013.3,5,21,No,No
2014/2/26,44,13.4,22.9,0,11.4,5.9,S,39,S,15,45,1013.3,6,20.5,No,No
2014/2/26,12,11.2,20,0.8,3.6,8.6,SW,35,SSW,22,57,1016.2,,18.2,No,No
2014/2/26,0,15.4,23.8,0,5.4,7.6,SSE,41,S,15,42,1016,,21.7,No,No
2014/2/26,22,10.9,20.5,1.2,3.6,8.6,SSW,44,SSW,28,52,1016.6,7,18.2,Yes,Yes
2014/2/26,3,18.7,25,2.6,2.2,1.1,E,37,E,19,73,1009.3,7,23.4,Yes,No
2014/2/27,25,7.4,26.2,0,,,S,48,SSE,26,28,1020.2,,24,No,No
2014/2/27,12,7.8,22.8,0.4,3.6,11.5,SSE,37,SSE,17,39,1023.2,,21.7,No,No
2014/2/27,14,20.4,29.1,0.2,,,SE,33,E,22,50,1014.3,,28.1,No,No
2014/2/27,17,7.2,23.4,0,,,SSE,30,SSE,6,25,1019.6,,20.9,No,No
2014/2/27,41,16.7,33,0,,,SE,41,ENE,13,24,1011.4,,30.8,No,No
2014/2/28,23,7.8,10.1,0,,,ENE,28,E,7,97,,,9.6,No,No
2014/2/28,12,9.4,21.9,0,5.2,8.6,SE,44,SE,26,47,1023.2,,20.6,No,No
2014/2/28,48,17.3,31.8,0,,,SE,48,S,11,20,1016.8,,29.9,No,No
2014/2/28,17,7.2,23.6,0,,,NW,31,NNW,17,36,1024.5,,22.6,No,No
2014/2/28,41,17.9,34.5,0,,,ESE,39,E,20,16,1011.2,,33.3,No,No
2014/3/1,4,17,20.4,5.6,,,ENE,22,N,6,96,1019.4,,19.8,Yes,Yes
2014/3/1,22,12.7,23.7,0,5.4,10.6,SSE,44,SSE,31,55,1022.3,3,21.2,No,No
2014/3/1,3,19.1,34.2,0,12,11.7,ESE,46,E,24,21,1010.9,7,31.9,No,No
2014/3/1,13,27.2,31.2,0,7.8,9.7,NW,39,WNW,22,59,1007,7,30.6,No,No
2014/3/2,10,18.2,26.4,4.6,2.8,,ESE,30,SSE,15,63,1015.2,7,24.9,Yes,No
2014/3/2,37,17.9,22.8,6.6,2.4,1.2,ESE,41,S,17,86,1020.6,8,19.8,Yes,Yes
2014/3/2,47,16.9,23.3,31.8,,,SSW,30,SSE,22,72,1021.2,8,22.2,Yes,Yes
2014/3/2,9,12.6,25.4,2.4,,,NE,37,NE,17,48,1019.4,8,23,Yes,No
2014/3/2,35,13.6,24.6,0,4.4,7.8,ESE,39,SE,19,61,1022.6,3,21.4,No,No
2014/3/2,20,17.1,30.7,0,8.6,11.9,S,33,SE,17,36,1018.4,6,29.1,No,No
2014/3/2,44,16.1,24.2,0,4.2,7.2,SW,37,SW,17,50,1022,3,23.1,No,No
2014/3/2,12,15.3,24.1,0,5,10.5,SE,39,S,19,50,1023.2,,22.8,No,No
2014/3/2,7,20,30.2,0,7.4,10,E,28,E,13,46,1014.4,3,28.6,No,Yes
2014/3/2,14,21.8,29.2,0,,,SE,54,SE,31,63,1015.2,,27.1,No,No
2014/3/3,24,18.4,25.5,1,,,,,SE,19,69,,5,24.9,No,Yes
2014/3/3,18,15.7,25.3,0,5.6,10.7,SSE,35,SSE,17,55,1022,1,23,No,No
2014/3/3,25,9.4,32,0,,,SSE,31,N,11,18,1020.8,,30.1,No,No
2014/3/3,14,22.5,26.5,0.6,,,SE,61,ESE,33,67,1020.2,,24.7,No,Yes
2014/3/3,28,13.4,29.6,0,8,12,ESE,30,ENE,11,26,1019.8,,28.6,No,No
2014/3/3,48,20.1,34.4,0,,,SE,44,E,24,16,1016.3,1,33.4,No,No
2014/3/3,36,17,37.8,0,,,S,41,SW,4,9,,,36.9,No,No
2014/3/4,2,15.9,32.2,0,,,SSE,41,E,4,34,1019.9,1,30.4,No,No
2014/3/4,10,20.6,24.8,0.8,2,,ENE,33,NNE,9,93,1020.6,8,20.2,No,Yes
2014/3/4,18,16,33.7,0,6.4,10.9,N,52,N,30,28,1017.9,3,31.7,No,No
