,Attribute1,Attribute2,Attribute3,Attribute4,Attribute5,Attribute6,Attribute7,Attribute8,Attribute9,Attribute10,Attribute11,Attribute12,Attribute13,Attribute14,Attribute15,Attribute16,Attribute17
6488,2009-02-07,5,20.2,44.1,0.0,,,NNW,93.0,NNW,61.0,6.0,1000.1,,43.1,No,No
6489,2009-02-08,5,13.8,21.3,0.0,,,S,44.0,SSW,26.0,37.0,1012.5,,19.9,No,Yes
6490,2009-02-09,5,7.6,18.9,1.2,,,S,54.0,SSE,26.0,37.0,1014.7,1.0,18.2,Yes,No
6491,2009-02-14,5,10.1,27.4,0.0,,,SE,44.0,WSW,11.0,24.0,1018.4,,25.9,No,No
6492,2009-02-17,5,12.7,29.1,0.0,,,NNE,46.0,NNE,11.0,26.0,1013.9,,26.1,No,No
6493,2009-02-27,5,13.6,32.4,0.0,,,N,52.0,N,28.0,17.0,1010.5,,30.2,No,No
6494,2009-03-07,5,11.0,18.6,0.0,,,SW,30.0,SSW,22.0,56.0,1015.7,8.0,16.8,No,No
6495,2009-03-12,5,15.3,23.0,3.0,,,NNE,48.0,NNE,31.0,66.0,1016.1,2.0,22.2,Yes,No
6496,2009-03-14,5,13.9,18.3,2.4,,,WSW,72.0,WSW,22.0,79.0,1007.2,8.0,14.8,Yes,Yes
6497,2009-03-27,5,5.3,19.7,0.0,,,S,37.0,S,17.0,42.0,1024.5,,18.0,No,No
6498,2009-04-01,5,10.9,28.6,0.0,,,SE,35.0,S,6.0,29.0,1020.6,,26.9,No,No
6499,2009-04-16,5,0.2,17.5,0.4,,,NW,57.0,NW,35.0,48.0,1010.0,7.0,15.7,No,No
6500,2009-04-24,5,11.9,15.1,2.0,,,NNE,61.0,N,20.0,98.0,998.1,8.0,14.3,Yes,Yes
6501,2009-04-25,5,7.8,15.5,3.6,,,NNW,74.0,N,44.0,73.0,993.0,8.0,13.7,Yes,Yes
6502,2009-04-30,5,-2.4,13.7,0.0,,,N,31.0,NNW,19.0,41.0,1020.4,,13.3,No,No
6503,2009-05-09,5,9.1,14.4,0.0,,,S,33.0,S,19.0,74.0,1026.0,4.0,13.7,No,No
6504,2009-05-10,5,7.8,14.8,0.0,,,SE,39.0,SE,17.0,62.0,1023.9,,13.6,No,No
6505,2009-05-16,5,8.1,11.5,3.2,,,W,59.0,WSW,26.0,68.0,1015.2,6.0,10.8,Yes,Yes
6506,2009-05-26,5,4.7,14.2,10.4,,,WNW,26.0,WNW,17.0,61.0,1020.6,6.0,13.4,Yes,No
6507,2009-06-02,5,8.2,12.6,7.2,,,ESE,30.0,ESE,20.0,82.0,1026.3,8.0,11.8,Yes,Yes
6508,2009-06-04,5,9.6,12.9,8.8,,,N,35.0,N,15.0,81.0,1017.2,7.0,11.6,Yes,Yes
6509,2009-06-11,5,-1.6,8.7,0.4,,,WSW,22.0,W,11.0,72.0,1023.7,8.0,7.2,No,No
6510,2009-06-20,5,5.2,10.9,0.0,,,N,63.0,NNE,37.0,82.0,1016.1,8.0,10.2,No,Yes
6511,2009-07-19,5,4.4,12.0,0.0,,,N,44.0,N,31.0,82.0,1015.2,8.0,11.4,No,No
6512,2009-07-24,5,-1.8,9.7,0.0,,,NNW,46.0,NNW,28.0,60.0,1022.6,6.0,9.3,No,No
6513,2009-07-28,5,4.7,11.2,3.2,,,N,35.0,NNW,24.0,78.0,1021.1,8.0,10.4,Yes,Yes
6514,2009-08-05,5,2.2,12.2,2.8,,,NNW,44.0,NNW,28.0,71.0,1017.4,8.0,11.0,Yes,No
6515,2009-08-07,5,5.7,10.2,2.6,,,WSW,72.0,SW,24.0,50.0,1019.0,2.0,9.8,Yes,No
6516,2009-08-21,5,8.3,12.4,2.2,,,W,85.0,W,39.0,64.0,1000.4,,9.1,Yes,Yes
6517,2009-08-24,5,5.6,11.8,0.8,,,NNW,78.0,NNW,30.0,76.0,996.5,8.0,9.7,No,Yes
6518,2009-09-15,5,-0.5,15.2,0.0,,,N,39.0,NNW,22.0,44.0,1018.5,,14.8,No,No
6519,2009-09-18,5,1.3,16.6,9.4,,,NNE,28.0,NE,6.0,53.0,1018.7,,16.1,Yes,No
6520,2009-09-19,5,5.7,15.8,0.0,,,NNE,50.0,N,28.0,81.0,1012.7,8.0,14.6,No,Yes
6521,2009-09-28,5,5.1,11.6,1.0,,,SW,46.0,SW,17.0,57.0,1013.8,2.0,10.6,No,No
6522,2009-10-04,5,2.7,15.9,0.0,,,W,28.0,WSW,19.0,57.0,1019.1,2.0,14.9,No,No
6523,2009-10-11,5,2.9,17.9,0.0,,,NNE,43.0,N,22.0,36.0,1015.7,,17.3,No,No
6524,2009-11-05,5,7.0,16.2,0.2,,,SE,46.0,SSE,28.0,55.0,1022.4,,15.0,No,No
6525,2009-12-09,5,2.5,20.9,3.2,,,NNW,46.0,NNW,22.0,41.0,1007.7,,19.0,Yes,No
6526,2009-12-10,5,8.3,20.0,0.0,,,WSW,61.0,W,30.0,72.0,1005.7,8.0,14.7,No,Yes
6527,2009-12-28,5,9.5,27.6,0.0,,,SSW,39.0,S,19.0,31.0,1017.9,,26.3,No,No
6528,2010-01-07,5,9.3,25.6,0.0,,,SE,41.0,SE,20.0,36.0,1015.7,,24.2,No,No
6529,2010-01-26,5,9.3,28.3,0.0,,,SSE,43.0,SSW,15.0,28.0,1011.3,,27.5,No,No
6530,2010-02-04,5,19.4,24.2,0.0,,,NNE,57.0,NNE,28.0,99.0,1007.7,8.0,19.7,No,Yes
6531,2010-02-05,5,13.1,21.5,5.4,,,SSE,52.0,S,30.0,49.0,1014.8,5.0,20.1,Yes,No
6532,2010-02-08,5,15.5,35.0,0.0,,,SE,44.0,W,7.0,25.0,1018.7,1.0,32.8,No,No
6533,2010-02-14,5,11.1,26.5,0.0,,,SE,46.0,S,20.0,53.0,1006.8,6.0,23.4,No,No
6534,2010-02-25,5,11.0,28.4,0.0,,,SE,50.0,SE,19.0,34.0,1022.1,,27.1,No,No
6535,2010-03-11,5,7.6,19.1,0.0,,,SE,48.0,SSE,24.0,53.0,1032.5,4.0,18.1,No,No
6536,2010-03-14,5,8.6,24.4,0.0,,,NNE,35.0,N,19.0,36.0,1025.6,,23.2,No,No
6537,2010-03-20,5,10.9,24.4,0.2,,,S,46.0,W,22.0,34.0,1019.4,,23.2,No,No
6538,2010-04-03,5,6.4,19.5,0.0,,,SE,43.0,SE,22.0,58.0,1020.6,1.0,18.9,No,No
6539,2010-04-07,5,12.5,20.4,35.6,,,NW,35.0,WNW,24.0,65.0,1009.8,6.0,18.7,Yes,No
6540,2010-04-11,5,8.5,13.1,1.0,,,W,67.0,SSW,26.0,76.0,1011.1,8.0,9.8,No,No
6541,2010-04-15,5,9.1,16.2,0.2,,,SE,41.0,S,22.0,73.0,1024.2,7.0,14.7,No,No
6542,2010-05-13,5,3.2,11.5,0.6,,,SSW,26.0,SSW,13.0,85.0,1023.6,8.0,10.6,No,No
6543,2010-06-13,5,4.7,8.8,0.0,,,SSW,24.0,SSW,9.0,64.0,1032.2,8.0,8.3,No,No
6544,2010-06-15,5,0.7,9.8,0.0,,,NNW,35.0,NW,13.0,60.0,1027.2,7.0,8.7,No,No
6545,2010-06-17,5,7.2,9.6,4.4,,,W,91.0,WNW,31.0,79.0,1007.8,8.0,8.3,Yes,Yes
6546,2010-07-10,5,2.7,9.5,0.0,,,N,80.0,N,46.0,99.0,1012.3,7.0,8.4,No,Yes
6547,2010-07-26,5,0.9,11.8,0.2,,,S,26.0,SSW,11.0,62.0,1035.4,8.0,10.3,No,No
6548,2010-08-20,5,1.0,8.6,5.2,,,WNW,52.0,WNW,30.0,75.0,1011.4,8.0,7.7,Yes,No
6549,2010-09-14,5,2.4,12.7,0.0,,,ESE,35.0,SSE,20.0,59.0,1013.3,,12.0,No,No
6550,2010-09-19,5,5.9,12.3,2.2,,,SSW,37.0,SSW,24.0,75.0,1023.6,8.0,11.0,Yes,No
6551,2010-09-29,5,1.1,10.7,3.8,,,S,46.0,SSW,17.0,55.0,1023.5,5.0,9.7,Yes,No
6552,2010-10-14,5,6.1,17.0,0.6,,,N,52.0,N,35.0,57.0,1006.6,1.0,16.1,No,Yes
6553,2010-10-24,5,2.6,15.2,0.2,,,S,35.0,SE,13.0,57.0,1021.5,,14.5,No,No
6554,2010-11-02,5,6.5,15.1,0.6,,,WSW,41.0,W,20.0,71.0,1017.1,8.0,14.9,No,Yes
6555,2010-11-14,5,9.6,15.2,17.6,,,WSW,39.0,WSW,20.0,87.0,1014.5,8.0,15.1,Yes,No
6556,2010-11-23,5,13.5,27.3,0.0,,,N,54.0,N,31.0,38.0,1017.6,1.0,26.9,No,No
6557,2010-12-03,5,12.8,25.5,0.0,,,NW,69.0,N,30.0,51.0,1009.2,,23.9,No,Yes
6558,2010-12-05,5,15.3,28.6,0.2,,,ESE,35.0,NNE,20.0,69.0,1011.0,1.0,21.9,No,No
6559,2010-12-15,5,14.7,23.4,0.0,,,N,63.0,SSW,22.0,85.0,1005.8,8.0,13.3,No,No
6560,2011-01-03,5,6.7,18.7,0.0,,,SSE,50.0,SSE,26.0,46.0,1014.7,,18.0,No,No
6561,2011-01-05,5,10.3,21.2,0.0,,,SSE,44.0,S,26.0,46.0,1008.8,,20.3,No,No
6562,2011-01-17,5,10.5,18.6,0.0,,,SW,46.0,SW,28.0,62.0,1007.8,,16.8,No,No
6563,2011-01-28,5,9.2,22.6,0.0,,,SE,35.0,SSE,19.0,45.0,1019.6,,20.9,No,No
6564,2011-02-02,5,13.0,32.8,0.0,,,SE,54.0,NNW,22.0,50.0,1009.2,,30.0,No,No
6565,2011-02-09,5,9.7,25.3,0.0,,,SE,52.0,N,20.0,51.0,1019.2,,24.7,No,No
6566,2011-02-22,5,6.9,18.5,0.4,,,SSE,50.0,SSE,28.0,63.0,1023.6,,17.4,No,No
6567,2011-03-25,5,10.5,14.6,2.8,,,S,50.0,S,31.0,62.0,1017.8,7.0,13.2,Yes,No
6568,2011-03-28,5,7.9,22.5,0.0,,,N,24.0,N,13.0,53.0,1023.9,,21.0,No,No
6569,2011-05-02,5,9.6,15.4,1.0,,,SSE,35.0,SSE,24.0,58.0,1017.4,1.0,14.4,No,No
6570,2011-06-09,5,2.8,9.2,0.4,,,S,46.0,S,20.0,93.0,1021.9,8.0,8.2,No,No
6571,2011-07-07,5,0.9,7.9,8.0,,,WSW,37.0,SW,17.0,75.0,1020.5,,7.3,Yes,No
6572,2011-07-09,5,4.6,9.8,1.6,,,W,46.0,W,28.0,71.0,1019.7,2.0,8.7,Yes,No
6573,2011-07-19,5,4.8,10.5,2.0,,,S,44.0,S,28.0,98.0,1024.2,8.0,8.8,Yes,No
6574,2011-07-21,5,4.6,10.8,0.0,,,SE,56.0,SSE,33.0,84.0,1023.8,8.0,9.1,No,No
6575,2011-08-01,5,5.8,14.5,0.2,,,N,57.0,N,31.0,66.0,1014.4,,14.4,No,No
6576,2011-08-15,5,3.0,11.0,0.0,,,NNE,46.0,N,26.0,98.0,1019.5,8.0,8.8,No,Yes
6577,2011-08-29,5,6.2,10.5,0.0,,,SW,43.0,WSW,22.0,75.0,1020.6,8.0,8.3,No,No
6578,2011-09-03,5,7.4,17.6,0.0,,,N,70.0,N,46.0,53.0,1017.3,,16.9,No,No
6579,2011-09-08,5,1.1,12.7,0.0,,,W,31.0,WSW,17.0,52.0,1019.2,7.0,10.4,No,Yes
6580,2011-09-13,5,6.1,14.8,0.0,,,NNW,54.0,N,41.0,55.0,1019.4,,13.8,No,No
6581,2011-09-14,5,2.9,14.2,0.6,,,W,44.0,WSW,24.0,58.0,1020.3,3.0,13.3,No,No
6582,2011-09-19,5,6.0,25.4,0.0,,,NNW,115.0,N,41.0,31.0,999.8,1.0,24.4,No,Yes
6583,2011-09-22,5,6.6,21.6,0.0,,,N,74.0,N,50.0,34.0,1011.1,,20.8,No,No
6584,2011-09-30,5,4.2,12.7,4.0,,,NNW,46.0,N,19.0,68.0,1000.6,8.0,10.9,Yes,Yes
6585,2011-10-18,5,1.2,21.3,0.0,,,NNE,44.0,N,24.0,34.0,1028.2,,20.7,No,No
6586,2011-10-26,5,6.5,18.1,0.0,,,SE,48.0,SE,17.0,60.0,1019.9,,17.0,No,No
6587,2011-11-04,5,8.3,22.1,0.2,,,S,26.0,S,13.0,59.0,1017.1,,19.8,No,No
6588,2011-11-14,5,10.9,21.4,0.0,,,W,54.0,W,31.0,50.0,1009.7,4.0,20.7,No,No
6589,2011-11-18,5,16.2,30.7,0.0,,,W,78.0,NNW,28.0,40.0,1009.5,2.0,28.8,No,Yes
6590,2011-12-02,5,5.4,18.5,0.0,,,SE,48.0,SE,24.0,55.0,1020.7,,17.5,No,No
6591,2011-12-04,5,7.0,14.7,0.0,,,SSE,57.0,SSE,41.0,58.0,1021.4,6.0,13.0,No,No
6592,2011-12-11,5,10.0,19.1,1.6,,,S,43.0,SSW,22.0,47.0,1006.7,5.0,17.5,Yes,No
6593,2011-12-22,5,11.6,27.9,0.0,,,ESE,46.0,S,11.0,52.0,1013.0,6.0,25.6,No,No
6594,2011-12-31,5,10.4,32.1,0.0,,,N,44.0,N,6.0,25.0,1015.2,,30.4,No,No
6595,2012-01-04,5,13.3,21.6,0.0,,,SSW,50.0,S,30.0,37.0,1017.2,,21.1,No,No
6596,2012-01-12,5,5.6,19.5,1.8,,,SSW,43.0,SSW,19.0,56.0,1019.0,8.0,17.6,Yes,No
6597,2012-01-24,5,14.0,33.6,0.0,,,ESE,44.0,S,13.0,23.0,1012.9,,31.7,No,No
6598,2012-01-30,5,19.2,27.8,2.0,,,W,67.0,W,44.0,45.0,993.0,1.0,25.0,Yes,No
6599,2012-02-03,5,9.9,27.4,0.0,,,ESE,39.0,WSW,11.0,37.0,1004.4,1.0,24.6,No,No
6600,2012-02-13,5,11.9,23.3,0.4,,,SE,43.0,SE,26.0,45.0,1017.7,3.0,21.4,No,No
6601,2012-02-17,5,14.9,24.2,0.0,,,SE,48.0,SSE,15.0,61.0,1015.3,,21.1,No,No
6602,2012-02-20,5,15.4,21.3,0.0,,,SE,43.0,SE,24.0,77.0,1013.8,8.0,18.1,No,No
6603,2012-02-21,5,12.8,23.1,0.0,,,SSE,37.0,SE,17.0,51.0,1013.3,,21.5,No,No
6604,2012-02-24,5,8.7,34.2,0.0,,,N,43.0,NNW,17.0,17.0,1018.2,,32.9,No,No
6605,2012-03-08,5,12.1,19.7,0.0,,,ESE,57.0,SE,28.0,57.0,1017.0,6.0,17.4,No,No
6606,2012-03-15,5,17.0,25.4,3.6,,,NNE,69.0,N,44.0,66.0,1005.9,1.0,23.9,Yes,Yes
6607,2012-03-21,5,9.6,16.3,3.2,,,N,57.0,SW,30.0,43.0,1008.0,1.0,15.6,Yes,Yes
6608,2012-03-22,5,3.5,17.5,4.8,,,WNW,37.0,W,17.0,48.0,1007.2,8.0,15.0,Yes,No
6609,2012-03-24,5,7.1,14.9,2.4,,,W,37.0,SSW,15.0,67.0,1016.0,8.0,14.0,Yes,No
6610,2012-04-10,5,2.0,12.8,3.4,,,SSE,37.0,S,20.0,64.0,1032.3,8.0,11.5,Yes,No
6611,2012-05-13,5,6.3,12.1,1.6,,,SW,57.0,SSW,26.0,72.0,1019.8,6.0,11.2,Yes,No
6612,2012-05-14,5,5.2,14.1,0.4,,,SSE,39.0,SSW,17.0,85.0,1027.3,8.0,12.0,No,No
6613,2012-05-16,5,4.5,15.1,0.0,,,WNW,20.0,NW,7.0,62.0,1023.8,,13.1,No,No
6614,2012-05-30,5,4.8,14.0,0.0,,,SE,30.0,E,20.0,67.0,1033.8,5.0,13.2,No,No
6615,2012-06-03,5,3.6,11.4,4.2,,,S,39.0,SSE,15.0,73.0,1014.1,1.0,10.1,Yes,Yes
6616,2012-06-08,5,5.5,9.8,0.2,,,S,31.0,SSW,17.0,78.0,1027.7,8.0,9.3,No,No
6617,2012-06-15,5,5.2,11.8,2.4,,,NNW,39.0,NNW,31.0,70.0,1010.9,2.0,11.1,Yes,No
6618,2012-06-18,5,7.3,11.4,2.0,,,NW,30.0,NW,20.0,98.0,1021.3,8.0,10.9,Yes,Yes
6619,2012-06-27,5,1.1,10.2,0.0,,,NNE,41.0,N,22.0,79.0,1026.4,2.0,9.7,No,No
6620,2012-07-09,5,5.1,13.5,0.0,,,NE,43.0,N,24.0,75.0,1021.9,8.0,10.8,No,Yes
6621,2012-07-10,5,6.9,10.2,5.6,,,NNE,54.0,NNE,22.0,99.0,1010.5,8.0,9.3,Yes,Yes
6622,2012-07-22,5,4.5,11.3,1.4,,,S,24.0,S,15.0,85.0,1031.6,8.0,10.7,Yes,No
6623,2012-07-23,5,0.2,12.6,0.0,,,N,19.0,WNW,7.0,64.0,1028.2,8.0,10.6,No,No
6624,2012-08-03,5,1.8,13.1,0.2,,,NW,33.0,NW,20.0,58.0,1014.0,4.0,12.3,No,No
6625,2012-08-17,5,4.2,7.9,11.4,,,SW,63.0,SSW,19.0,93.0,998.9,8.0,6.8,Yes,Yes
6626,2012-08-18,5,3.6,9.6,18.4,,,SSW,57.0,SSW,28.0,63.0,1017.4,6.0,8.2,Yes,No
6627,2012-08-26,5,4.6,10.0,1.8,,,WSW,41.0,WSW,24.0,63.0,1021.4,8.0,8.8,Yes,No
6628,2012-08-28,5,4.7,14.4,0.0,,,N,57.0,NNE,43.0,55.0,1015.6,,13.9,No,No
6629,2012-09-05,5,8.4,14.2,0.0,,,NNW,102.0,NNW,44.0,80.0,996.9,8.0,9.7,No,Yes
6630,2012-09-27,5,11.4,22.8,0.0,,,NNE,46.0,N,20.0,40.0,1004.9,,22.4,No,Yes
6631,2012-10-05,5,5.6,14.8,0.0,,,WSW,31.0,SSW,20.0,58.0,1017.9,4.0,13.7,No,No
6632,2012-10-06,5,6.5,9.6,0.8,,,SSE,43.0,S,24.0,92.0,1015.9,8.0,7.2,No,Yes
6633,2012-10-19,5,9.1,24.2,0.2,,,NNE,46.0,WNW,17.0,41.0,1010.2,,23.4,No,No
6634,2012-10-20,5,8.0,18.8,0.2,,,W,35.0,W,20.0,63.0,1014.8,7.0,17.3,No,No
6635,2012-11-08,5,5.7,19.6,0.0,,,SW,31.0,W,19.0,48.0,1011.7,3.0,18.3,No,No
6636,2012-11-10,5,4.5,18.3,0.0,,,ESE,33.0,SSE,11.0,47.0,1023.9,2.0,16.3,No,No
6637,2012-11-12,5,12.2,21.9,0.0,,,NNE,56.0,SW,26.0,54.0,1018.7,,16.9,No,No
6638,2012-11-13,5,4.4,16.7,0.0,,,SSE,46.0,SSE,24.0,43.0,1021.3,,15.6,No,No
6639,2013-01-12,5,10.9,21.3,0.0,,,SSE,41.0,SSW,22.0,54.0,1011.8,1.0,19.7,No,No
6640,2013-01-13,5,10.6,18.4,0.0,,,SW,43.0,WSW,17.0,58.0,1014.2,8.0,15.4,No,No
6641,2013-01-14,5,5.5,21.9,0.0,,,SE,43.0,SSW,17.0,34.0,1019.1,,20.0,No,No
6642,2013-01-15,5,6.8,28.7,0.0,,,SE,39.0,WSW,13.0,18.0,1014.9,,26.9,No,No
6643,2013-01-16,5,10.6,30.7,0.0,,,SE,39.0,W,11.0,16.0,1013.0,,29.4,No,No
6644,2013-01-26,5,9.0,21.1,0.0,,,S,63.0,SSE,28.0,38.0,1012.6,,19.5,No,No
6645,2013-03-02,5,11.5,22.9,0.0,,,SE,72.0,SE,39.0,41.0,1022.0,,21.7,No,No
6646,2013-03-07,5,19.9,31.1,0.0,,,N,35.0,WNW,4.0,33.0,1016.3,7.0,29.8,No,No
6647,2013-03-08,5,19.6,32.0,0.0,,,NNW,31.0,N,15.0,30.0,1017.2,,31.3,No,No
6648,2013-03-12,5,20.0,32.6,0.0,,,NNE,48.0,N,28.0,28.0,1013.3,,31.7,No,No
6649,2013-03-22,5,9.7,17.0,2.0,,,WNW,41.0,WNW,9.0,46.0,1011.8,2.0,16.9,Yes,No
6650,2013-03-30,5,8.9,18.4,0.0,,,NNW,46.0,NW,31.0,67.0,1012.8,8.0,17.8,No,Yes
6651,2013-04-03,5,5.4,16.5,1.2,,,S,44.0,SSE,26.0,46.0,1024.4,1.0,15.5,Yes,No
6652,2013-04-09,5,11.4,24.9,0.0,,,SE,31.0,W,19.0,33.0,1023.0,1.0,24.4,No,No
6653,2013-04-25,5,4.1,18.4,1.6,,,NW,41.0,NW,24.0,62.0,1019.3,4.0,16.9,Yes,No
6654,2013-04-26,5,9.9,19.4,0.2,,,W,48.0,W,30.0,58.0,1021.7,4.0,18.5,No,No
6655,2013-05-25,5,3.3,15.5,0.0,,,W,41.0,WSW,24.0,65.0,1025.5,5.0,13.6,No,No
6656,2013-05-27,5,4.3,13.5,0.0,,,SE,31.0,ESE,17.0,67.0,1028.8,2.0,13.1,No,No
6657,2013-05-30,5,7.3,11.9,3.4,,,N,39.0,NNE,20.0,100.0,1021.6,8.0,10.8,Yes,Yes
6658,2013-06-08,5,-0.9,11.2,0.8,,,NNW,35.0,NW,19.0,69.0,1028.3,1.0,9.7,No,No
6659,2013-06-10,5,2.2,12.3,0.2,,,N,46.0,N,33.0,67.0,1017.1,,11.8,No,No
6660,2013-06-27,5,0.4,13.6,0.0,,,NNE,33.0,N,20.0,58.0,1021.1,,13.1,No,No
6661,2013-06-29,5,-0.7,12.4,0.2,,,S,26.0,SSW,15.0,73.0,1027.3,8.0,10.9,No,No
6662,2013-07-21,5,0.6,5.6,5.0,,,N,44.0,N,28.0,98.0,1011.0,8.0,4.3,Yes,No
6663,2013-07-25,5,-3.0,8.6,0.0,,,N,48.0,N,28.0,85.0,1025.5,7.0,7.6,No,No
6664,2013-08-09,5,4.5,7.7,4.6,,,N,65.0,N,33.0,100.0,1010.5,8.0,6.9,Yes,Yes
6665,2013-08-21,5,2.0,10.2,3.2,,,NNW,44.0,NNW,30.0,95.0,1011.3,8.0,8.7,Yes,Yes
6666,2013-09-02,5,5.5,21.5,0.0,,,N,22.0,NNW,7.0,48.0,1029.8,,21.1,No,No
6667,2013-09-03,5,6.2,22.2,0.0,,,NNE,26.0,NNE,19.0,60.0,1029.9,,21.5,No,No
6668,2013-09-07,5,1.7,15.4,0.0,,,WSW,43.0,SW,17.0,85.0,1025.2,8.0,11.7,No,No
6669,2013-09-08,5,2.0,15.1,0.0,,,NNE,43.0,NW,11.0,62.0,1024.4,,14.6,No,No
6670,2013-09-17,5,5.9,16.5,9.6,,,W,30.0,SW,15.0,76.0,1001.8,7.0,15.5,Yes,Yes
6671,2013-09-23,5,6.4,21.0,0.0,,,N,65.0,NNE,30.0,50.0,1001.2,,20.1,No,No
6672,2013-09-25,5,10.5,18.8,0.0,,,WNW,46.0,WNW,28.0,43.0,1006.0,,18.0,No,Yes
6673,2013-10-06,5,6.5,13.8,0.0,,,WNW,41.0,WSW,22.0,67.0,1008.9,8.0,12.1,No,No
6674,2013-10-07,5,0.3,14.2,0.4,,,W,30.0,W,15.0,65.0,1013.8,8.0,13.6,No,No
6675,2013-10-27,5,4.8,16.5,0.0,,,ESE,26.0,SSW,11.0,55.0,1022.0,4.0,15.3,No,Yes
6676,2013-11-12,5,8.6,11.9,0.0,,,ESE,57.0,SSE,24.0,99.0,1015.2,8.0,11.3,No,Yes
6677,2013-11-19,5,11.5,28.8,0.0,,,WSW,48.0,NNW,19.0,22.0,1007.1,1.0,28.6,No,No
6678,2013-12-02,5,13.3,31.9,0.0,,,N,48.0,NNW,24.0,23.0,1013.2,1.0,31.2,No,No
6679,2013-12-14,5,8.2,18.6,0.0,,,S,39.0,S,22.0,47.0,1018.6,,17.2,No,No
6680,2013-12-15,5,6.9,22.0,0.2,,,S,33.0,S,19.0,53.0,1019.2,,20.7,No,No
6681,2013-12-24,5,9.1,23.8,0.0,,,SSW,28.0,SE,7.0,36.0,1017.3,,20.9,No,No
6682,2013-12-27,5,10.3,24.0,0.0,,,SE,41.0,SSE,20.0,41.0,1011.3,,23.0,No,No
6683,2013-12-29,5,7.0,20.0,0.0,,,S,46.0,S,26.0,35.0,1016.1,,18.8,No,No
6684,2014-01-01,5,12.1,22.0,0.0,,,N,56.0,N,24.0,84.0,1005.6,8.0,15.4,No,Yes
6685,2014-01-04,5,7.0,19.2,0.2,,,W,52.0,SW,26.0,48.0,1007.0,8.0,16.5,No,No
6686,2014-01-15,5,22.8,39.0,0.0,,,NNW,52.0,N,13.0,17.0,1015.3,,38.6,No,Yes
6687,2014-01-16,5,20.8,38.0,4.6,,,N,39.0,N,22.0,18.0,1014.5,,35.7,Yes,No
6688,2014-01-24,5,14.8,23.4,6.8,,,SW,46.0,S,20.0,56.0,1009.5,6.0,21.5,Yes,No
6689,2014-01-31,5,14.2,32.6,0.0,,,SE,44.0,S,15.0,27.0,1012.2,,32.0,No,No
6690,2014-02-06,5,14.3,32.2,0.0,,,NNE,48.0,NNE,28.0,28.0,1011.9,,30.8,No,No
6691,2014-02-12,5,12.6,33.3,0.0,,,ESE,46.0,SE,26.0,26.0,1013.6,,31.8,No,No
6692,2014-02-19,5,11.6,21.6,0.0,,,WNW,52.0,WSW,15.0,49.0,997.6,8.0,18.8,No,Yes
6693,2014-03-11,5,17.2,29.6,0.0,,,NW,43.0,W,22.0,30.0,1017.0,3.0,29.2,No,No
6694,2014-03-18,5,6.4,22.0,0.0,,,W,39.0,WNW,24.0,46.0,1019.6,4.0,21.3,No,No
6695,2014-03-25,5,10.2,22.2,0.0,,,SE,48.0,SSE,20.0,52.0,1021.8,8.0,20.0,No,No
6696,2014-04-05,5,10.5,21.7,0.0,,,SE,39.0,SE,15.0,54.0,1020.5,3.0,20.3,No,No
6697,2014-04-15,5,9.4,18.1,0.0,,,SE,39.0,SE,22.0,55.0,1021.7,5.0,17.3,No,No
6698,2014-04-26,5,8.6,16.0,0.0,,,W,46.0,SW,22.0,68.0,1015.5,8.0,11.6,No,No
6699,2014-04-30,5,5.4,12.5,23.8,,,S,35.0,SSW,19.0,63.0,1018.9,7.0,11.4,Yes,No
6700,2014-06-03,5,7.6,12.6,0.2,,,WSW,24.0,SW,7.0,94.0,1019.2,6.0,11.9,No,No
6701,2014-06-26,5,7.1,12.2,2.8,,,WNW,54.0,WNW,26.0,66.0,1017.4,7.0,11.2,Yes,No
6702,2014-06-28,5,5.5,8.7,2.4,,,N,54.0,NNW,41.0,86.0,993.0,8.0,8.1,Yes,Yes
6703,2014-06-30,5,1.7,10.3,8.2,,,WNW,43.0,W,24.0,99.0,1018.8,8.0,8.7,Yes,Yes
6704,2014-07-02,5,2.4,11.7,0.0,,,W,31.0,NW,17.0,75.0,1028.3,8.0,10.7,No,No
6705,2014-07-03,5,2.4,9.4,0.0,,,N,59.0,N,37.0,89.0,1021.2,8.0,8.8,No,No
6706,2014-07-11,5,5.0,10.0,12.6,,,NW,46.0,NNW,31.0,97.0,1014.8,8.0,9.8,Yes,Yes
6707,2014-07-14,5,0.8,9.8,0.6,,,NE,37.0,N,20.0,74.0,1028.1,3.0,8.8,No,No
6708,2014-07-17,5,1.3,7.2,1.2,,,W,72.0,W,31.0,71.0,1009.6,8.0,6.6,Yes,Yes
6709,2014-07-19,5,4.6,8.8,0.0,,,SE,35.0,S,17.0,77.0,1029.9,8.0,7.9,No,No
6710,2014-07-25,5,7.1,10.5,2.0,,,N,43.0,N,28.0,99.0,1016.5,8.0,10.0,Yes,Yes
6711,2014-08-03,5,-4.6,9.8,0.0,,,N,30.0,NNW,13.0,45.0,1032.1,,9.2,No,No
6712,2014-08-15,5,-1.9,14.1,0.0,,,N,30.0,N,7.0,43.0,1026.1,,13.3,No,No
6713,2014-08-17,5,4.2,11.6,0.2,,,SSE,48.0,SSE,33.0,74.0,1016.6,8.0,10.1,No,No
6714,2014-09-04,5,0.7,12.8,,,,SE,31.0,ESE,19.0,51.0,1019.1,7.0,11.9,,No
